OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,FAA_ID,POC,Floor,Ceiling,County,Shape__Area,Shape__Length
1457,DOD,USA,Natick Soldier Systems Center,"South Campus Research Area, North Campus Industrial Area",CLASS G,NATIONAL SECURITY,MA,20210818-DOD-Natick Soldier Systems Center-SCRA NCIA,"James Sacchetti / james.b.sacchetti.civ@mail / 508-206-4060, Emergency:  Quentin Carmichael / quentin.l.carmichael.civ@mail / 508-206-4057 / Stephen Henrick / stephen.henrick2.civ@mail / 508-206-4034",Surface,400' AGL,MIDDLESEX,2.82988723938615e-05,0.0293338821166239
1458,DOD,USN,NWS Earle,"PIER, Trestle Complex and prohibited area",CLASS G,NATIONAL SECURITY,NJ,20210818-DOD-NWS Earle-PIER,Command Duty Officer (732) 558-3362,Surface,400' AGL,MONMOUTH,0.000790749965517534,0.157691309192212
1459,DOD,USN,NWS Yorktown,Pier R-3 and Pier CAD-A,CLASS G,NATIONAL SECURITY,VA,20210818- DOD-NWS Yorktown-Pier R-3 and Pier CAD-A,"Mr. Herbert (Drew) Robins  (757) 887-4477; After Hours/Wkends: NWS YORKTOWN CDO  (757) 268-6256",Surface,400' AGL,YORK,0.000118672839789724,0.0460755163791236
1460,DOJ,BUREAU OF PRISONS,Big Sandy,USP Big Sandy,CLASS G,NATIONAL SECURITY,KY,20210831-DOJ-Big Sandy-USP Big Sandy,Control Center (606) 433-2400,Surface,400' AGL,MARTIN,0.000118083127290447,0.0549218789660746
1461,DOJ,BUREAU OF PRISONS,McCreary,USP McCreary,CLASS G,NATIONAL SECURITY,KY,20210831-DOJ-McCreary-USP McCreary,Control Center (606) 354-7000,Surface,400' AGL,MCCREARY,0.000153739871620928,0.0589452139792076
1462,DOJ,BUREAU OF PRISONS,Terre Haute,USP Terre Haute,CLASS G,NATIONAL SECURITY,IN,20210831-DOJ-Terre Haute-USP Terre Haute,Control Center (812) 244-4400,Surface,400' AGL,VIGO,0.0004557049039704,0.103268816874952
1463,DOJ,BUREAU OF PRISONS,Thomson,USP Thomson,CLASS G,NATIONAL SECURITY,IL,20210831-DOJ-Thomson-USP Thomson,Control Center (815) 259-1000,Surface,400' AGL,CARROLL,6.11766063229879e-05,0.0321781516265902
1464,DOJ,BUREAU OF PRISONS,Yazoo City,USP Yazoo City,CLASS G,NATIONAL SECURITY,MS,20210831-DOJ-Yazoo City-USP Yazoo City,Control Center (662) 716-1241,Surface,400' AGL,YAZOO,0.000358685412265913,0.0942028885682778
1465,DHS,FEMA,Mount Weather Emergency Operations Center,Mount Weather Emergency Operations Center,CLASS E,NATIONAL SECURITY,VA,20211015-DHS-MWEOC,"Mount Weather Police Dispatch 24/7; Phone Number: 540-542-3092",Surface,400' AGL,LOUDOUN AND CLARKE,0.000169091430507251,0.0851037640204944
1466,DOD,USN,NAWS China Lake,NAWS China Lake 1,R,NATIONAL SECURITY,CA,20211015-DOD-NAWS China Lake-NAWS China Lake 1,Security Officer (W) 760-939-5475/1459,Surface,400' AGL,KERN,0.0043518917232177,0.266988618442602
1467,DOD,USN,NAWS China Lake,NAWS China Lake 2,R,NATIONAL SECURITY,CA,20211015-DOD-NAWS China Lake-NAWS China Lake 2,Security Officer (W) 760-939-5475/1459,Surface,400' AGL,KERN,0.00480613407944475,0.29419319410368
1468,DOD,USN,NAWS China Lake,NAWS China Lake 3,R,NATIONAL SECURITY,CA,20211015-DOD-NAWS China Lake-NAWS China Lake 3,Security Officer (W) 760-939-5475/1459,Surface,400' AGL,KERN,0.00333934725495055,0.234320170751756
1469,DOD,USN,NAWS China Lake,NAWS China Lake 4,R,NATIONAL SECURITY,CA,20211015-DOD-NAWS China Lake-NAWS China Lake 4,Security Officer (W) 760-939-5475/1459,Surface,400' AGL,KERN,0.00153980558252442,0.165385963904158
1470,DOD,USN,NAWS China Lake,NAWS China Lake 5,R,NATIONAL SECURITY,CA,20211015-DOD-NAWS China Lake-NAWS China Lake 5,Security Officer (W) 760-939-5475/1459,Surface,400' AGL,KERN,0.0247243394283032,0.955773239818174
1471,DOD,USN,NAWS China Lake,NAWS China Lake 6,R,NATIONAL SECURITY,CA,20211015-DOD-NAWS China Lake-NAWS China Lake 6,Security Officer (W) 760-939-5475/1459,Surface,400' AGL,KERN,0.00781220959606799,0.398695737301441
1472,DOD,USA,Fort Smith,Muldrow AHP,CLASS D,NATIONAL SECURITY,AR,20211029-DOD-Fort Smith-Muldrow AHP,"Chris Lackey, 405-217-8108   Emergency: Emergency Operations Center, 405-228-5061",Surface,400' AGL,SEBASTIAN,4.30836396390077e-05,0.026917402916032
1473,U.S. Government, , ,Dulles Discovery 2,CLASS B,NATIONAL SECURITY,VA,20211029-U.S. Government- -Dulles Discovery 2,"CPL Rowland, (703) 733-9347",Surface,400' AGL,FAIRFAX,3.14814622015547e-05,0.0284263949745078
1474,U.S. Government, , ,Dulles Discovery 1,CLASS B,NATIONAL SECURITY,VA,20211029-U.S. Government- -Dulles Discovery 1,"CPL Rowland, (703) 733-9347",Surface,400' AGL,FAIRFAX,2.1241766262392e-05,0.0214465502981211
1475,DOD,USAF,Tulsa ANGB (Tulsa IAP),Installation 2,CLASS C,NATIONAL SECURITY,OK,20211216-DOD-Tulsa ANGB (Tulsa IAP)-Installation 2,"Coord. POC: SMSgt Phillip Warren, DSN 894-7023; Emerg POC: SMSgt Phillip Warren, DSN 894-7023",Surface,400' AGL,TULSA,1.49509783113899e-05,0.0165333116299013
1476,DOD,USAF,MacDill (KMCF),Installation 2,CLASS D,NATIONAL SECURITY,FL,20220126-DOD-MacDill (KMCF)-Installation 2,"(Primary) Airfield Ops Flight Commander; (813) 828-1759; (Emergency) Command Post ; (813) 828-4361",Surface,400' AGL,HILLSBOROUGH,0.00162752650953735,0.323780952047515
1477,DOD,USAF,Cape Canaveral Space Force Station,Cape Canaveral Space Force Station,R-2932,NATIONAL SECURITY,FL,20220218-DOD-Cape Canaveral Space Force Station,Base Defense Ops Ctr (BDOC) for Cape Canaveral Space Force Station: 321-853-2121,Surface,400' AGL,BREVARD,0.0409186578167464,0.84659019569981
1478,DOE,NATIONAL NUCLEAR SECURITY ADMINISTRATION,Sandia National Laboratory / CA,Sandia National Laboratory / CA,CLASS G,NATIONAL SECURITY,CA,20220310-DOE-Sandia National Laboratory,"John Norden, Manager, Security and Emergency Management Operations, SNL/CA, 7011 East Avenue, Livermore, CA 94550, jnorden@sandia.gov 925-294-2867",Surface,400' AGL,ALAMEDA,0.000163021611570002,0.0620570548608158
1479,DOD,USA,Los Alamitos Join Forces Training Base (JFTB),Los Alamitos Join Forces Training Base (JFTB),CLASS G Airspace when ATC tower is closed.,NATIONAL SECURITY,CA,20220310-DOD-Los Alamitos JFTB,Jeff Sibley (562)795-2571 - jeffrey.m.sibley.mil@army.mil,Surface,400' AGL,ORANGE,0.000505994675677357,0.117329340474006
1480,DOD,USN,Naval Station Newport,Naval Station Newport 3,CLASS E5,NATIONAL SECURITY,RI,20220309-DOD-Naval Station Newport 3,"Mr. Mark Clanton 401-841-3457; After Hours/Wkends: NSNPT CDO  401-862-8378",Surface,400' AGL,NEWPORT,3.27596599163371e-05,0.0300577653395738
1481,DOD,USN,Naval Station Newport,Naval Station Newport 1,CLASS E5,NATIONAL SECURITY,RI,20220309-DOD-Naval Station Newport 1,"Mr. Mark Clanton 401-841-3457; After Hours/Wkends: NSNPT CDO  401-862-8378",Surface,400' AGL,NEWPORT,0.000415019848333031,0.11185934825692
1482,DOD,USN,Naval Station Newport,Naval Station Newport 2,CLASS E5,NATIONAL SECURITY,RI,20220309-DOD-Naval Station Newport 2,"Mr. Mark Clanton 401-841-3457; After Hours/Wkends: NSNPT CDO  401-862-8378",Surface,400' AGL,NEWPORT,7.248931592585e-05,0.037221920764728
1483,DOD,USN,Naval Station Newport,Naval Station Newport 4,CLASS E5,NATIONAL SECURITY,RI,20220309-DOD-Naval Station Newport 4,"Mr. Mark Clanton 401-841-3457; After Hours/Wkends: NSNPT CDO  401-862-8378",Surface,400' AGL,NEWPORT,2.38380835071439e-06,0.00670617191250058
1484,DOD,USN,NSA Monterey,Naval Support Activity Monterey 2,CLASS C,NATIONAL SECURITY,CA,20220418-DOD-NSA Monterey 2,"Security Officer; SECO@nps.edu; 831-656-2236 (24/7 contact CDO 831-233-1256)",Surface,400' AGL,MONTEREY,2.25675016736204e-05,0.0228492349271131
1485,DOD,USN,NSA Monterey,Naval Support Activity Monterey 3,CLASS C,NATIONAL SECURITY,CA,20220418-DOD-NSA Monterey 3,"Security Officer; SECO@nps.edu; 831-656-2236 (24/7 contact CDO 831-233-1256)",Surface,400' AGL,MONTEREY,7.79738093115157e-06,0.0119064509582126
1486,DOD,USAF,Tulsa ANGB (Tulsa IAP),Installation 1,CLASS C,NATIONAL SECURITY,OK,20220330-DOD-Tulsa ANGB (Tulsa IAP)-Installation 1,"Coord. POC: SMSgt Phillip Warren, DSN 894-7023; Emerg POC: SMSgt Phillip Warren, DSN 894-7023",Surface,400' AGL,TULSA,3.97628766677371e-05,0.0377173119321107
1487,DOD,USN,NB Guam 10, ,CLASS E4/E5,NATIONAL SECURITY,GU,20220426-DOD-NB Guam 10,"Mariana Islands Range Complex (MIRC) Operations (671) 349-6399; After Hours/Weekends: NB Guam CDO (671) 488-7147",Surface,400' AGL,GUAM,0.00137337519481662,0.220674112902967
1488,DOD,USAF,Barnes ANGB,Installation 2,CLASS D,NATIONAL SECURITY,MA,20220519-DOD-Barnes ANGB-Installation 2,"Airfield Manager: Com (413)568-9151 EXT6981720, DSN 698-1720   Emergency:  Command Post: (413)568-1550 EXT 698121, DSN 698-1221",Surface,400' AGL,HAMPDEN,2.84536595245299e-05,0.021890548212546
1489,DOD,USAF,Barnes ANGB,Installation 1,CLASS D,NATIONAL SECURITY,MA,20220519-DOD-Barnes ANGB-Installation 1,"Airfield Manager: Com (413)568-9151 EXT6981720, DSN 698-1720   Emergency:  Command Post: (413)568-1550 EXT 698121, DSN 698-1221",Surface,400' AGL,HAMPDEN,4.75998112960951e-05,0.032208629365207
1490,DOD,USAF,Burlington,Installation 2,CLASS C,NATIONAL SECURITY,VT,20220519-DOD-Burlington-Installation 1,"MSgt. Darren Adams, DSN 220-5270     Emergency: Command Post, DSN 220-5212",Surface,400' AGL,CHITTENDEN,8.54565155350429e-06,0.0181648774074674
1491,DOD,USAF,Burlington,Installation 1,CLASS C,NATIONAL SECURITY,VT,20220519-DOD-Burlington-Installation 2,"MSgt. Darren Adams, DSN 220-5270     Emergency: Command Post, DSN 220-5212",Surface,400' AGL,CHITTENDEN,0.000108711127495553,0.0776953360248688
1492,DOD,USAF,Birmingham ANGB,Installation 2,CLASS C,NATIONAL SECURITY (KC-135 117ARW),AL,20220519-DOD-Birmingham ANGB-Installation 2,"MSgt Trevor Baker, DSN 778-2533",Surface,400' AGL,JEFFERSON,1.50639243656769e-06,0.00600369102795631
1493,DOD,USAF,Birmingham ANGB,Installation 1,CLASS C,NATIONAL SECURITY (KC-135 117ARW),AL,20220519-DOD-Birmingham ANGB-Installation 1,"MSgt Trevor Baker, DSN 778-2533",Surface,400' AGL,JEFFERSON,7.29309176676907e-05,0.0389152847192441
1494,DOD,USAF,General Billy Mitchell  ANGB #3,Installation 3,CLASS D/G,NATONAL SECURITY,WI,20220614-DOD-General Billy Mitchell  ANGB #3-Installation 3,"Airfield Management: 414-944-8241; Emergency:   BDOC: 414-944-8420",Surface,400' AGL,MILWAUKEE,8.76339572641882e-06,0.0143225811112527
1495,DOD,USAF,General Billy Mitchell  ANGB #4,Installation 4,CLASS D/G,NATONAL SECURITY,WI,20220614-DOD-General Billy Mitchell  ANGB #4-Installation 4,"Airfield Management: 414-944-8241; Emergency:   BDOC: 414-944-8420",Surface,400' AGL,MILWAUKEE,2.89962167698832e-06,0.0179566131824759
1496,DOD,USAF,General Billy Mitchell  ANGB #1,Installation 1,CLASS D/G,NATONAL SECURITY,WI,20220614-DOD-General Billy Mitchell  ANGB #1-Installation 1,"Airfield Management: 414-944-8241; Emergency:   BDOC: 414-944-8420",Surface,400' AGL,MILWAUKEE,2.93378077458328e-05,0.0268390838601078
1497,DOD,USAF,General Billy Mitchell  ANGB #2,Installation 2,CLASS D/G,NATONAL SECURITY,WI,20220614-DOD-General Billy Mitchell  ANGB #2-Installation 2,"Airfield Management: 414-944-8241; Emergency:   BDOC: 414-944-8420",Surface,400' AGL,MILWAUKEE,3.03263891510142e-06,0.00747831357582641
1498,DOD,USAF,Goldwater ANGB,Installation,CLASS B,NATIONAL SECURITY,AZ,20220614-DOD-Goldwater ANGB-Installation,Airfield Management: 602-302-9362   BDOC: 602-302-9133,Surface,400' AGL,MARICOPA,2.36240473441285e-05,0.0238877950580077
1499,DOD,USA,Yakima Training Center,Yakima Training Center 2,CLASS G,NATIONAL SECURITY,WA,20220614-DOD-Yakima Training Center-Yakima Training Center 2,Robert Bright (253) 312-5275 - robert.d.bright10.civ@army.mil,Surface,400' AGL,KITTIAS AND YAKIMA,0.0144188521398974,0.792871747353045
1500,DOD,USA,Yakima Training Center,Yakima Training Center 1,CLASS G,NATIONAL SECURITY,WA,20220614-DOD-Yakima Training Center-Yakima Training Center 1,Robert Bright (253) 312-5275 - robert.d.bright10.civ@army.mil,Surface,400' AGL,KITTIAS AND YAKIMA,0.141233793118317,2.17288434586411
1501,DOD,USAF,Fresno Air National Guard Base,Installation,CLASS C,NATIONAL SECURITY,CA,20220614-DOD-Fresno Air National Guard Base-Installation,TSgt Rob Pirkle (901)846-9382   Emergency: Command Post (559)454-5155,Surface,400' AGL,FRESNO,1.01054147307877e-05,0.0132514547444404
1502,DOD, , ,NRO,CLASS B,NATIONAL SECURITY,VA,20220614-DOD-NRO,Security Operations Center  (P) 703-808-5627  (A) 703-808-6161,Surface,400' AGL,FAIRFAX,3.21600882671191e-05,0.0264290376329663
1503,DOD,USACE, ,JCESE,CLASS D,NATIONAL SECURITY,FL,20220630-DOD-JCESE,"Security Operations Center; 305-971-6476",Surface,400' AGL,MIAMI-DADE,4.97735254612053e-05,0.0381357246351518
1504,DOD,USACE,Sault Sainte Marie,"Soo Project Office 1
",CLASS G - Next to US Coast Guard w/ restriction,NATIONAL SECURITY,MI,20220808-DOD-Sault Sainte Marie-Soo Project Office 1,"Justin Proulx 906-635-3477 justin.t.proulx@usace.army.mil;POC_EMERGENCY = (313) 226-1323 Detroit District, Emergency Operations Center",Surface,400' AGL,CHIPPEWA,0.000150462210285696,0.0659207005928176
1505,DOD,USACE,Sault Sainte Marie,"Soo Project Office 2
",CLASS G - Next to US Coast Guard w/ restriction,NATIONAL SECURITY,MI,20220808-DOD-Sault Sainte Marie-Soo Project Office 2,"Justin Proulx 906-635-3477 justin.t.proulx@usace.army.mil;POC_EMERGENCY = (313) 226-1323 Detroit District, Emergency Operations Center",Surface,400' AGL,CHIPPEWA,0.000125794008908997,0.0493808727642032
1506,DOD,USAF,Roland R Wright ANGB,Installation,CLASS B,NATIONAL SECURITY,UT,20220815-DOD-Roland R Wright ANGB-Installation,"Primary: Airfield Management: 801-245-2274; Emergency: BDOC: 801-245-2411",Surface,400' AGL,SALT LAKE,6.04449692218623e-05,0.03383413421437
1507,DOD,USN,NSB New London,NSB New London 2,CLASS D/E5,NATIONAL SECURITY,CT,20170626-DOD-NSB New London 2,Command Duty Officer (860) 625-9644,Surface,400' AGL,NEW LONDON,5.80116579840251e-06,0.0130435681031743
1508,DOD,USN,NSB New London,NSB New London 1,CLASS D/E5,NATIONAL SECURITY,CT,20170626-DOD-NSB New London 1,Command Duty Officer (860) 625-9644,Surface,400' AGL,NEW LONDON,0.00023751126877869,0.0731573061828329
1509,DOD,USN,NSB New London,NSB New London 3,CLASS D/E5,NATIONAL SECURITY,CT,20170626-DOD-NSB New London 3,Command Duty Officer (860) 625-9644,Surface,400' AGL,NEW LONDON,5.82908339765709e-05,0.057631754435331
1510,DOE,NNSA, ,Los Alamos National Laboratory,CLASS G,NATIONAL SECURITY,NM,20170202-DOE-Los Alamos,"EOC 505 667-6211, Brent Belcoff, 505 667-7778, c: 505 399-6445, Brent.Belcoff@nnsa.doe.gov",Surface,400' AGL,LOS ALAMOS,0.00927045002617888,0.388348117220522
1511,DOD,ARMY,Lonestar AAP,Lonestar AAP 2,CLASS G,NATIONAL SECURITY, TX,20221116- DOD-Lonestar AAP-Lonestar AAP 2,CSA DAR (817) 222-5921 Emergency: Bill Pass / Dep. Dir. DES / (903) 334-2816 / william.j.pass.civ@mail.mil,Surface,400' AGL,BOWIE,0.00186717931342173,0.191734574850855
1512,DOD,ARMY,Lonestar AAP,Lonestar AAP 1,CLASS G,NATIONAL SECURITY, TX,20221116- DOD-Lonestar AAP-Lonestar AAP 1,CSA DAR (817) 222-5921 Emergency: Bill Pass / Dep. Dir. DES / (903) 334-2816 / william.j.pass.civ@mail.mil,Surface,400' AGL,BOWIE,0.00578924081696641,0.326396121477274
1513,DOJ,BUREAU OF PRISONS,Bastrop,FCI Bastrop,CLASS D,NATIONAL SECURITY,TX,20190613-BOP-FCI Bastrop,Control Center (512) 321-3903,Surface,400' AGL,BASTROP,6.53953347864444e-05,0.0534858807943555
1514,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 1,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 1,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,1.88459175660682e-05,0.0212269310398826
1515,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 2,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 2,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,1.80400274985004e-06,0.00650713059155333
1516,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 3,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 3,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,3.57875364898064e-06,0.00822144919520956
1517,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 4,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 4,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,3.46308570442488e-06,0.00822493471319974
1518,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 5,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 5,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,3.7678757962567e-06,0.00810242139780384
1519,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 6,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 6,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,1.33879370878276e-06,0.00483949027951274
1520,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 7,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 7,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,4.19781076743675e-06,0.00990747656067746
1521,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 8,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 8,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,2.1326688965928e-06,0.0100383131853115
1522,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 9,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 9,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,9.13802523427876e-07,0.0071231387477279
1523,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 10,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 10,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,2.51267192652449e-06,0.00741917282316605
1524,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 11,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 11,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,8.29949317449064e-06,0.0129284000348863
1525,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 12,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 12,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,4.88682462673751e-06,0.00966897555248315
1526,DOJ,BUREAU OF PRISONS,Big Spring,FCI Big Spring 13,CLASS D,NATIONAL SECURITY,TX,20221213-BOP-FCI Big Spring 13,Control Center (432) 466-2300,Surface,400' AGL,HOWARD,6.39690938442072e-06,0.0160484290160828
1527,DOD,USAF,Bellows Air Force Station,Installation 1,CLASS D/E,NATIONAL SECURITY,HI,20230105-DOD-Bellows Air Force Station-Installation 1,MSgt Cristiani: 808-448-4917  Emergency: BDOC: 808-448-4800,Surface,400' AGL,MAUI,9.31880197185819e-05,0.0492185809276162
1528,DOD,USAF,Bellows Air Force Station,Installation 2,CLASS D/E,NATIONAL SECURITY,HI,20230105-DOD-Bellows Air Force Station-Installation 2,MSgt Cristiani: 808-448-4917  Emergency: BDOC: 808-448-4800,Surface,400' AGL,MAUI,4.89197489059734e-05,0.0313640759763279
1529,DOD,USAF,Jefferson Barracks AGS,Installation,CLASS B,NATIONAL SECURITY,MO,20230105-DOD-Jefferson Barracks AGS-Installation,Maj Drew Gallucci 314-527-8366  Emergency: Mr Brian Schwartz 314-527-8274,Surface,400' AGL,ST LOUIS,3.9421964856956e-05,0.0360780927607139
1530,DOJ,BUREAU OF PRISONS,Aliceville,FCI Aliceville,CLASS G,NATIONAL SECURITY,AL,20230110-BOP-FCI Aliceville Medium,Control Center (205) 373-5000,Surface,400' AGL,PICKENS,0.000132641682739632,0.0459349291113383
1531,DOJ,BUREAU OF PRISONS,McDowell,FCI McDowell,CLASS D,NATIONAL SECURITY,WV,20230126-BOP-FCI McDowell,Control Center (304) 436-7300,Surface,400' AGL,MCDOWELL,7.9918357414499e-05,0.0399532985410976
1532,DOJ,BUREAU OF PRISONS,Butner,FCC Butner,CLASS G,NATIONAL SECURITY,NC,20230202-DOJ-Butner-FCC Butner,Control Center (919) 575-4541,Surface,400' AGL,DURHAM AND GRANVILLE,0.000537449742523677,0.126481662437932
1533,DOD,USAF,Truax Field ANGB,Installation,CLASS C,NATIONAL SECURITY (F-16 115FW),WI,20230202-DOD-Truax Field ANGB-Installation,SMSgt Aaron M Thornsen 724-8643  Emergency: Command Post (24/7) 724-8580,Surface,400' AGL,DANE,6.70548288326245e-05,0.0484405568880971
1534,DOJ,BUREAU OF PRISONS,Oakdale,FCC Oakdale,CLASS G,NATIONAL SECURITY,LA,20230213-DOJ-Oakdale-FCC Oakdale,Control Center (318) 335-4070,Surface,400' AGL,ALLEN PARISH,0.000117129812224448,0.0450096548212267
1535,DOD,USAF,Dannelly Field ANGB,Installation,CLASS D,NATIONAL SECURITY,AL,20230221-DOD-Dannelly Field ANGB-Installation,"CMSgt Michael Surles, DSN 358-9290  Emergency: CMSgt Michael Surles, DSN 358-9290",Surface,400' AGL,MONTGOMERY,4.33060263276275e-05,0.0661451779789807
1536,DOJ,BUREAU OF PRISONS,Cumberland,FCI Cumberland,CLASS D,NATIONAL SECURITY,MD,20230221-DOJ-Cumberland-FCI Cumberland,Control Center (301) 784-1000,Surface,400' AGL,ALLEGANY,7.35151402295742e-05,0.0462996998106147
1537,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 1,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 1,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,8.44794287786499e-05,0.0368929188515637
1538,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 2,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 2,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,6.48534096399089e-05,0.0323650850460261
1539,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 3,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 3,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,6.42061727376131e-05,0.0321546804581564
1540,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 4,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 4,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,3.17520123189752e-05,0.0247212026938999
1541,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 5,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 5,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,7.80411141931836e-06,0.0122857024001339
1542,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 6,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 6,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,2.89764147964888e-06,0.0109258287816128
1543,DOJ,BUREAU OF PRISONS,Forrest City,FCC Forrest City 7,CLASS G,NATIONAL SECURITY,AR,20230221-DOJ-Forrest City-FCC Forrest City 7,Control Center (870) 494-4200,Surface,400' AGL,ST. FRANCIS,1.52494862959429e-05,0.0156969017211519
1544,DOJ,BUREAU OF PRISONS,Jesup,FCI Jesup,CLASS D,NATIONAL SECURITY,GA,20230221-DOJ-Jesup-FCI Jesup,Control Center (912) 427-0870,Surface,400' AGL,WAYNE,0.000150440363086091,0.047617835673243
1545,DOD,USN,Naval Base Point Loma,Naval Base Point Loma,CLASS D,"NATIONAL SECURITY. SSI Airspace Restriction per 14 CFR 99.7. National Security; security concerns related to arming, navigating and maintaining USN and USCG vessels",CA,20230221-DOD-Naval Base Point Loma,"LT Robert Righetti, 619-553-7197, N3, robert.righetti@navy.mil (CDO 858-431-6482)-contact CDO after working hours",Surface,400' AGL,SAN DIEGO,6.2912292605688e-05,0.0605554219855177
1546,DOD,USN,Naval Base Point Loma,Harbor Drive Annex,CLASS B,NATIONAL SECURITY. SSI Airspace Restriction per 14 CFR 99.7. National Security,CA,20230221-DOD-Naval Base Point Loma-Harbor Drive Annex,Command Duty Officer (619) 524-8700,Surface,400' AGL,SAN DIEGO,2.61727968791092e-05,0.0239121327486534
1547,DOD,USN,Naval Base Point Loma,Old Town Complex 1,CLASS B,NATIONAL SECURITY. SSI Airspace Restriction per 14 CFR 99.7. National Security,CA,20230221-DOD-Naval Base Point Loma-Old Town Complex 1,Command Duty Officer (619) 524-8700,Surface,400' AGL,SAN DIEGO,1.7862501408672e-05,0.0230533329226876
1548,DOD,USN,Naval Base Point Loma,Old Town Complex 2,CLASS B,NATIONAL SECURITY. SSI Airspace Restriction per 14 CFR 99.7. National Security,CA,20230221-DOD-Naval Base Point Loma-Old Town Complex 2,Command Duty Officer (619) 524-8700,Surface,400' AGL,SAN DIEGO,8.80465427144372e-06,0.0173195325194945
1549,DOD,USN,Naval Base Point Loma,NIWC PAC,CLASS D/E/G,NATIONAL SECURITY. SSI Airspace Restriction per 14 CFR 99.7. National Security,CA,20230221-DOD-Naval Base Point Loma-NIWC PAC,"LT Robert Righetti, 619-553-7197, N3, robert.righetti@navy.mil (CDO 858-431-6482)-contact CDO after working hours",Surface,400' AGL,SAN DIEGO,2.13810280911275e-05,0.0234243437608993
1550,DOJ,BUREAU OF PRISONS,Devens,FMC Devens,CLASS D,NATIONAL SECURITY,MA,20230223-DOJ-Devens-FMC Devens,Control Center (978) 796-1000,Surface,400' AGL,MIDDLESEX,6.79435922847915e-05,0.0401000665297542
1551,DOJ,BUREAU OF PRISONS,Greenville,FCI Greenville 1,CLASS D,NATIONAL SECURITY,IL,20230224-DOJ-Greenville-FCI Greenville 1,Control Center (618) 664-6200,Surface,400' AGL,BOND,2.747118469415e-05,0.0214316998198496
